Player,Opp.,Attempts,SOA%,Goals,Actual_Conversion_Rate,Estimated_Conversion_Rate,SO_Rating
Ryan Hartman,20,1,0.05,0,0.0,0.2786,56.05555555555555
Enver Lisin,12,1,0.08333333333333333,0,0.0,0.2786,56.05555555555555
Evan Rodrigues,12,1,0.08333333333333333,0,0.0,0.2786,56.05555555555555
Phil Varone,6,1,0.16666666666666666,0,0.0,0.2786,56.05555555555555
Ryan Hamilton,9,1,0.1111111111111111,0,0.0,0.2786,56.05555555555555
Erik Gudbranson,71,1,0.014084507042253521,0,0.0,0.2786,56.05555555555555
Bryan Rodney,9,1,0.1111111111111111,0,0.0,0.2786,56.05555555555555
Tomas Kubalik,2,1,0.5,0,0.0,0.2786,56.05555555555555
Carl Gunnarsson,79,1,0.012658227848101266,0,0.0,0.2786,56.05555555555555
Raphael Diaz,24,1,0.041666666666666664,0,0.0,0.2786,56.05555555555555
Cam Barker,52,1,0.019230769230769232,0,0.0,0.2786,56.05555555555555
Christian Ehrhoff,88,1,0.011363636363636364,0,0.0,0.2786,56.05555555555555
Cody Ceci,56,1,0.017857142857142856,0,0.0,0.2786,56.05555555555555
Andrej Nestrasil,11,1,0.09090909090909091,0,0.0,0.2786,56.05555555555555
Mattias Ekholm,59,1,0.01694915254237288,0,0.0,0.2786,56.05555555555555
Mattias Janmark,19,1,0.05263157894736842,0,0.0,0.2786,56.05555555555555
Logan Shaw,21,1,0.047619047619047616,0,0.0,0.2786,56.05555555555555
Mattias Ritola,6,1,0.16666666666666666,0,0.0,0.2786,56.05555555555555
Andre Burakovsky,23,1,0.043478260869565216,0,0.0,0.2786,56.05555555555555
Leo Komarov,55,1,0.01818181818181818,0,0.0,0.2786,56.05555555555555
Andrei Loktionov,31,1,0.03225806451612903,0,0.0,0.2786,56.05555555555555
Adam Gaudette,16,1,0.0625,0,0.0,0.2786,56.05555555555555
Andrej Meszaros,80,1,0.0125,0,0.0,0.2786,56.05555555555555
Kris Draper,56,1,0.017857142857142856,0,0.0,0.2786,56.05555555555555
Luke Adam,13,1,0.07692307692307693,0,0.0,0.2786,56.05555555555555
Michael DelZotto,80,1,0.0125,0,0.0,0.2786,56.05555555555555
Michael Grabner,83,1,0.012048192771084338,0,0.0,0.2786,56.05555555555555
Michael Latta,15,1,0.06666666666666667,0,0.0,0.2786,56.05555555555555
Victor Olofsson,3,1,0.3333333333333333,0,0.0,0.2786,56.05555555555555
Jason Demers,104,1,0.009615384615384616,0,0.0,0.2786,56.05555555555555
Andy Miele,2,1,0.5,0,0.0,0.2786,56.05555555555555
Michal Repik,9,1,0.1111111111111111,0,0.0,0.2786,56.05555555555555
Anthony Cirelli,12,1,0.08333333333333333,0,0.0,0.2786,56.05555555555555
Kevin Connauton,29,1,0.034482758620689655,0,0.0,0.2786,56.05555555555555
Alexandre Giroux,3,1,0.3333333333333333,0,0.0,0.2786,56.05555555555555
Matt Tennyson,15,1,0.06666666666666667,0,0.0,0.2786,56.05555555555555
Tyson Jost,9,1,0.1111111111111111,0,0.0,0.2786,56.05555555555555
Willie Mitchell,98,1,0.01020408163265306,0,0.0,0.2786,56.05555555555555
Mark Pysyk,54,1,0.018518518518518517,0,0.0,0.2786,56.05555555555555
Zach Sanford,14,1,0.07142857142857142,0,0.0,0.2786,56.05555555555555
Zach Redmond,14,1,0.07142857142857142,0,0.0,0.2786,56.05555555555555
Mark Giordano,89,1,0.011235955056179775,0,0.0,0.2786,56.05555555555555
Adam Larsson,62,1,0.016129032258064516,0,0.0,0.2786,56.05555555555555
Zach Boychuk,9,1,0.1111111111111111,0,0.0,0.2786,56.05555555555555
Adam Mair,63,1,0.015873015873015872,0,0.0,0.2786,56.05555555555555
Alan Quine,7,1,0.14285714285714285,0,0.0,0.2786,56.05555555555555
Yanni Gourde,18,1,0.05555555555555555,0,0.0,0.2786,56.05555555555555
Marc-Edouard Vlasic,129,1,0.007751937984496124,0,0.0,0.2786,56.05555555555555
Alexander Sulzer,17,1,0.058823529411764705,0,0.0,0.2786,56.05555555555555
Matt Dumba,29,1,0.034482758620689655,0,0.0,0.2786,56.05555555555555
Marc Staal,111,1,0.009009009009009009,0,0.0,0.2786,56.05555555555555
Matt Gilroy,28,1,0.03571428571428571,0,0.0,0.2786,56.05555555555555
Manny Malhotra,96,1,0.010416666666666666,0,0.0,0.2786,56.05555555555555
Matt Irwin,50,1,0.02,0,0.0,0.2786,56.05555555555555
Will Butcher,25,1,0.04,0,0.0,0.2786,56.05555555555555
Matt Nieto,43,1,0.023255813953488372,0,0.0,0.2786,56.05555555555555
Matt Puempel,12,1,0.08333333333333333,0,0.0,0.2786,56.05555555555555
Alexander Kerfoot,13,1,0.07692307692307693,0,0.0,0.2786,56.05555555555555
Anthony Mantha,19,1,0.05263157894736842,0,0.0,0.2786,56.05555555555555
Michael Rasmussen,8,1,0.125,0,0.0,0.2786,56.05555555555555
Johnny Boychuk,84,1,0.011904761904761904,0,0.0,0.2786,56.05555555555555
Nate Schmidt,39,1,0.02564102564102564,0,0.0,0.2786,56.05555555555555
Mike Sislo,5,1,0.2,0,0.0,0.2786,56.05555555555555
Ben Hutton,30,1,0.03333333333333333,0,0.0,0.2786,56.05555555555555
Jujhar Khaira,15,1,0.06666666666666667,0,0.0,0.2786,56.05555555555555
Joshua Ho-Sang,6,1,0.16666666666666666,0,0.0,0.2786,56.05555555555555
Josh Manson,38,1,0.02631578947368421,0,0.0,0.2786,56.05555555555555
Johan Sundstrom,2,1,0.5,0,0.0,0.2786,56.05555555555555
Joseph Blandisi,6,1,0.16666666666666666,0,0.0,0.2786,56.05555555555555
Trevor Smith,9,1,0.1111111111111111,0,0.0,0.2786,56.05555555555555
Jonny Brodzinski,4,1,0.25,0,0.0,0.2786,56.05555555555555
Ty Rattie,8,1,0.125,0,0.0,0.2786,56.05555555555555
Jonathan Sim,42,1,0.023809523809523808,0,0.0,0.2786,56.05555555555555
Austin Czarnik,6,1,0.16666666666666666,0,0.0,0.2786,56.05555555555555
John Persson,5,1,0.2,0,0.0,0.2786,56.05555555555555
John-Michael Liles,84,1,0.011904761904761904,0,0.0,0.2786,56.05555555555555
Morgan Frost,2,1,0.5,0,0.0,0.2786,56.05555555555555
Joakim Nordstrom,40,1,0.025,0,0.0,0.2786,56.05555555555555
Nick Suzuki,5,1,0.2,0,0.0,0.2786,56.05555555555555
Keith Aucoin,17,1,0.058823529411764705,0,0.0,0.2786,56.05555555555555
Jiri Novotny,32,1,0.03125,0,0.0,0.2786,56.05555555555555
Niklas Hjalmarsson,107,1,0.009345794392523364,0,0.0,0.2786,56.05555555555555
Jay Bouwmeester,134,1,0.007462686567164179,0,0.0,0.2786,56.05555555555555
Kenny Agostino,6,1,0.16666666666666666,0,0.0,0.2786,56.05555555555555
Keith Yandle,90,1,0.011111111111111112,0,0.0,0.2786,56.05555555555555
Anthony Peluso,18,1,0.05555555555555555,0,0.0,0.2786,56.05555555555555
Jean-Gabriel Pageau,48,1,0.020833333333333332,0,0.0,0.2786,56.05555555555555
Jeff Petry,68,1,0.014705882352941176,0,0.0,0.2786,56.05555555555555
Mike Halmo,5,1,0.2,0,0.0,0.2786,56.05555555555555
Nate Thompson,83,1,0.012048192771084338,0,0.0,0.2786,56.05555555555555
Karl Alzner,77,1,0.012987012987012988,0,0.0,0.2786,56.05555555555555
Benn Ferriero,18,1,0.05555555555555555,0,0.0,0.2786,56.05555555555555
Mike Reilly,13,1,0.07692307692307693,0,0.0,0.2786,56.05555555555555
Jeff Taffe,15,1,0.06666666666666667,0,0.0,0.2786,56.05555555555555
Justin Faulk,53,1,0.018867924528301886,0,0.0,0.2786,56.05555555555555
Torrey Mitchell,86,1,0.011627906976744186,0,0.0,0.2786,56.05555555555555
Trevor Daley,124,5,0.04032258064516129,1,0.2,0.278,55.888888888888886
Alexander Burmistrov,28,5,0.17857142857142858,1,0.2,0.278,55.888888888888886
Cody Franson,68,5,0.07352941176470588,1,0.2,0.278,55.888888888888886
Chris Tierney,32,5,0.15625,1,0.2,0.278,55.888888888888886
Dmitrij Jaskin,29,5,0.1724137931034483,1,0.2,0.278,55.888888888888886
Calle Jarnkrok,46,5,0.10869565217391304,1,0.2,0.278,55.888888888888886
Jordie Benn,40,5,0.125,1,0.2,0.278,55.888888888888886
Tyson Barrie,47,5,0.10638297872340426,1,0.2,0.278,55.888888888888886
Stephane Robidas,98,5,0.05102040816326531,1,0.2,0.278,55.888888888888886
Brandon Dubinsky,106,16,0.1509433962264151,4,0.25,0.27760000000000007,55.777777777777786
Kevin Hayes,47,9,0.19148936170212766,2,0.2222222222222222,0.27740000000000004,55.72222222222222
Curtis Glencross,65,9,0.13846153846153847,2,0.2222222222222222,0.27740000000000004,55.72222222222222
Kimmo Timonen,77,9,0.11688311688311688,2,0.2222222222222222,0.27740000000000004,55.72222222222222
Dmitry Kulikov,94,9,0.09574468085106383,2,0.2222222222222222,0.27740000000000004,55.72222222222222
David Backes,117,9,0.07692307692307693,2,0.2222222222222222,0.27740000000000004,55.72222222222222
Sergey Tolchinsky,3,2,0.6666666666666666,0,0.0,0.2772,55.66666666666666
T.J. Galiardi,50,2,0.04,0,0.0,0.2772,55.66666666666666
Zach Werenski,18,2,0.1111111111111111,0,0.0,0.2772,55.66666666666666
Valeri Nichushkin,19,2,0.10526315789473684,0,0.0,0.2772,55.66666666666666
Teemu Hartikainen,13,2,0.15384615384615385,0,0.0,0.2772,55.66666666666666
Casey Wellman,7,2,0.2857142857142857,0,0.0,0.2772,55.66666666666666
Artturi Lehkonen,20,2,0.1,0,0.0,0.2772,55.66666666666666
Andrew Mangiapane,10,2,0.2,0,0.0,0.2772,55.66666666666666
Chris Kelly,97,2,0.020618556701030927,0,0.0,0.2772,55.66666666666666
Travis Moen,87,2,0.022988505747126436,0,0.0,0.2772,55.66666666666666
Zac Dalpe,12,2,0.16666666666666666,0,0.0,0.2772,55.66666666666666
Brian Gibbons,24,2,0.08333333333333333,0,0.0,0.2772,55.66666666666666
Charles Hudon,10,2,0.2,0,0.0,0.2772,55.66666666666666
Barclay Goodrow,20,2,0.1,0,0.0,0.2772,55.66666666666666
Tom Gilbert,103,2,0.019417475728155338,0,0.0,0.2772,55.66666666666666
Alex Killorn,55,2,0.03636363636363636,0,0.0,0.2772,55.66666666666666
Andrew Brunette,69,2,0.028985507246376812,0,0.0,0.2772,55.66666666666666
Alex Pietrangelo,86,2,0.023255813953488372,0,0.0,0.2772,55.66666666666666
Thomas Chabot,12,2,0.16666666666666666,0,0.0,0.2772,55.66666666666666
Chris Bourque,8,2,0.25,0,0.0,0.2772,55.66666666666666
Taylor Beck,10,2,0.2,0,0.0,0.2772,55.66666666666666
Martin Frk,12,2,0.16666666666666666,0,0.0,0.2772,55.66666666666666
Jared Spurgeon,66,2,0.030303030303030304,0,0.0,0.2772,55.66666666666666
Miro Heiskanen,8,2,0.25,0,0.0,0.2772,55.66666666666666
Erik Condra,52,2,0.038461538461538464,0,0.0,0.2772,55.66666666666666
Evgenii Dadonov,31,2,0.06451612903225806,0,0.0,0.2772,55.66666666666666
Filip Chytil,13,2,0.15384615384615385,0,0.0,0.2772,55.66666666666666
Pavel Kubina,63,2,0.031746031746031744,0,0.0,0.2772,55.66666666666666
Patrick Wiercioch,43,2,0.046511627906976744,0,0.0,0.2772,55.66666666666666
Patrick Kaleta,55,2,0.03636363636363636,0,0.0,0.2772,55.66666666666666
Pat Maroon,49,2,0.04081632653061224,0,0.0,0.2772,55.66666666666666
Jake Gardiner,70,2,0.02857142857142857,0,0.0,0.2772,55.66666666666666
Oscar Moller,14,2,0.14285714285714285,0,0.0,0.2772,55.66666666666666
Jason Akeson,3,2,0.6666666666666666,0,0.0,0.2772,55.66666666666666
Jay Beagle,62,2,0.03225806451612903,0,0.0,0.2772,55.66666666666666
Nic Dowd,19,2,0.10526315789473684,0,0.0,0.2772,55.66666666666666
John Quenneville,4,2,0.5,0,0.0,0.2772,55.66666666666666
Morgan Rielly,57,2,0.03508771929824561,0,0.0,0.2772,55.66666666666666
Justin Schultz,49,2,0.04081632653061224,0,0.0,0.2772,55.66666666666666
Radek Bonk,33,2,0.06060606060606061,0,0.0,0.2772,55.66666666666666
Micheal Ferland,23,2,0.08695652173913043,0,0.0,0.2772,55.66666666666666
Kevin Stenlund,3,2,0.6666666666666666,0,0.0,0.2772,55.66666666666666
Michael Amadio,8,2,0.25,0,0.0,0.2772,55.66666666666666
Kris Russell,94,2,0.02127659574468085,0,0.0,0.2772,55.66666666666666
Krystofer Kolanos,6,2,0.3333333333333333,0,0.0,0.2772,55.66666666666666
Louis Leblanc,12,2,0.16666666666666666,0,0.0,0.2772,55.66666666666666
Matt Stajan,103,2,0.019417475728155338,0,0.0,0.2772,55.66666666666666
Luke Kunin,9,2,0.2222222222222222,0,0.0,0.2772,55.66666666666666
Matt Martin,91,2,0.02197802197802198,0,0.0,0.2772,55.66666666666666
Matt Halischuk,32,2,0.0625,0,0.0,0.2772,55.66666666666666
Matt Bradley,68,2,0.029411764705882353,0,0.0,0.2772,55.66666666666666
Matt Beleskey,61,2,0.03278688524590164,0,0.0,0.2772,55.66666666666666
Mark Arcobello,11,2,0.18181818181818182,0,0.0,0.2772,55.66666666666666
Mark Jankowski,16,2,0.125,0,0.0,0.2772,55.66666666666666
Quinn Hughes,10,2,0.2,0,0.0,0.2772,55.66666666666666
Aaron Ekblad,60,2,0.03333333333333333,0,0.0,0.2772,55.66666666666666
Scott Laughton,31,2,0.06451612903225806,0,0.0,0.2772,55.66666666666666
Ryan Garbutt,26,2,0.07692307692307693,0,0.0,0.2772,55.66666666666666
Robert Thomas,11,2,0.18181818181818182,0,0.0,0.2772,55.66666666666666
Roope Hintz,8,2,0.25,0,0.0,0.2772,55.66666666666666
Samuel Pahlsson,79,2,0.02531645569620253,0,0.0,0.2772,55.66666666666666
Drake Batherson,3,2,0.6666666666666666,0,0.0,0.2772,55.66666666666666
Dan Sexton,11,2,0.18181818181818182,0,0.0,0.2772,55.66666666666666
Michal Rozsival,106,6,0.05660377358490566,1,0.16666666666666666,0.2766,55.49999999999999
Trevor Lewis,73,6,0.0821917808219178,1,0.16666666666666666,0.2766,55.49999999999999
Marty Reasoner,73,6,0.0821917808219178,1,0.16666666666666666,0.2766,55.49999999999999
Sergei Kostitsyn,52,6,0.11538461538461539,1,0.16666666666666666,0.2766,55.49999999999999
Michael Raffl,60,6,0.1,1,0.16666666666666666,0.2766,55.49999999999999
Carl Soderberg,46,6,0.13043478260869565,1,0.16666666666666666,0.2766,55.49999999999999
Gabriel Bourque,45,6,0.13333333333333333,1,0.16666666666666666,0.2766,55.49999999999999
Shayne Gostisbehere,43,6,0.13953488372093023,1,0.16666666666666666,0.2766,55.49999999999999
Jimmy Hayes,48,6,0.125,1,0.16666666666666666,0.2766,55.49999999999999
Drew Doughty,114,10,0.08771929824561403,2,0.2,0.276,55.33333333333333
Cal Clutterbuck,109,10,0.09174311926605505,2,0.2,0.276,55.33333333333333
Nino Niederreiter,55,10,0.18181818181818182,2,0.2,0.276,55.33333333333333
Ryan Dzingel,29,3,0.10344827586206896,0,0.0,0.27580000000000005,55.277777777777786
Jiri Tlusty,44,3,0.06818181818181818,0,0.0,0.27580000000000005,55.277777777777786
Sam Steel,8,3,0.375,0,0.0,0.27580000000000005,55.277777777777786
Kurtis Foster,60,3,0.05,0,0.0,0.27580000000000005,55.277777777777786
Matt Fraser,13,3,0.23076923076923078,0,0.0,0.27580000000000005,55.277777777777786
Anton Stralman,94,3,0.031914893617021274,0,0.0,0.27580000000000005,55.277777777777786
Sonny Milano,7,3,0.42857142857142855,0,0.0,0.27580000000000005,55.277777777777786
Milan Lucic,115,3,0.02608695652173913,0,0.0,0.27580000000000005,55.277777777777786
Tyler Bertuzzi,17,3,0.17647058823529413,0,0.0,0.27580000000000005,55.277777777777786
Jannik Hansen,81,3,0.037037037037037035,0,0.0,0.27580000000000005,55.277777777777786
Kasperi Kapanen,12,3,0.25,0,0.0,0.27580000000000005,55.277777777777786
Vladimir Sobotka,74,3,0.04054054054054054,0,0.0,0.27580000000000005,55.277777777777786
Cory Conacher,21,3,0.14285714285714285,0,0.0,0.27580000000000005,55.277777777777786
Kevin Bieksa,99,3,0.030303030303030304,0,0.0,0.27580000000000005,55.277777777777786
Mattias Tedenby,16,3,0.1875,0,0.0,0.27580000000000005,55.277777777777786
Alex Iafallo,14,3,0.21428571428571427,0,0.0,0.27580000000000005,55.277777777777786
Shawn Matthias,71,3,0.04225352112676056,0,0.0,0.27580000000000005,55.277777777777786
Tobias Rieder,34,3,0.08823529411764706,0,0.0,0.27580000000000005,55.277777777777786
T.J. Brodie,59,3,0.05084745762711865,0,0.0,0.27580000000000005,55.277777777777786
Marcus Kruger,70,3,0.04285714285714286,0,0.0,0.27580000000000005,55.277777777777786
Zack Smith,81,3,0.037037037037037035,0,0.0,0.27580000000000005,55.277777777777786
Erik Johnson,76,3,0.039473684210526314,0,0.0,0.27580000000000005,55.277777777777786
James Sheppard,56,3,0.05357142857142857,0,0.0,0.27580000000000005,55.277777777777786
Jaden Schwartz,52,3,0.057692307692307696,0,0.0,0.27580000000000005,55.277777777777786
Dmitry Orlov,48,3,0.0625,0,0.0,0.27580000000000005,55.277777777777786
Ryan Malone,80,14,0.175,3,0.21428571428571427,0.27540000000000003,55.16666666666667
David Booth,79,14,0.17721518987341772,3,0.21428571428571427,0.27540000000000003,55.16666666666667
Colin Wilson,71,7,0.09859154929577464,1,0.14285714285714285,0.2752,55.1111111111111
Zack Kassian,59,7,0.11864406779661017,1,0.14285714285714285,0.2752,55.1111111111111
Mikael Granlund,47,7,0.14893617021276595,1,0.14285714285714285,0.2752,55.1111111111111
Guillaume Latendresse,54,7,0.12962962962962962,1,0.14285714285714285,0.2752,55.1111111111111
Boyd Gordon,70,7,0.1,1,0.14285714285714285,0.2752,55.1111111111111
Johan Franzen,82,11,0.13414634146341464,2,0.18181818181818182,0.2746,54.94444444444444
Tomas Jurco,27,4,0.14814814814814814,0,0.0,0.27440000000000003,54.88888888888889
Anders Lee,55,4,0.07272727272727272,0,0.0,0.27440000000000003,54.88888888888889
Andrew Cogliano,134,4,0.029850746268656716,0,0.0,0.27440000000000003,54.88888888888889
Viktor Arvidsson,32,4,0.125,0,0.0,0.27440000000000003,54.88888888888889
Sam Bennett,27,4,0.14814814814814814,0,0.0,0.27440000000000003,54.88888888888889
Max Domi,23,4,0.17391304347826086,0,0.0,0.27440000000000003,54.88888888888889
P.K. Subban,88,4,0.045454545454545456,0,0.0,0.27440000000000003,54.88888888888889
Anton Lander,27,4,0.14814814814814814,0,0.0,0.27440000000000003,54.88888888888889
Tyler Johnson,53,4,0.07547169811320754,0,0.0,0.27440000000000003,54.88888888888889
Tyler Kennedy,76,4,0.05263157894736842,0,0.0,0.27440000000000003,54.88888888888889
R.J. Umberger,104,4,0.038461538461538464,0,0.0,0.27440000000000003,54.88888888888889
Steve Downie,46,4,0.08695652173913043,0,0.0,0.27440000000000003,54.88888888888889
Nikolaj Ehlers,23,4,0.17391304347826086,0,0.0,0.27440000000000003,54.88888888888889
Niclas Bergfors,21,4,0.19047619047619047,0,0.0,0.27440000000000003,54.88888888888889
Patrik Berglund,86,15,0.1744186046511628,3,0.2,0.2740000000000001,54.77777777777779
Richard Panik,45,8,0.17777777777777778,1,0.125,0.27380000000000004,54.72222222222223
Ondrej Palat,45,8,0.17777777777777778,1,0.125,0.27380000000000004,54.72222222222223
Jason Chimera,121,12,0.09917355371900827,2,0.16666666666666666,0.2732,54.55555555555555
John Klingberg,27,5,0.18518518518518517,0,0.0,0.273,54.5
Marcus Johansson,74,5,0.06756756756756757,0,0.0,0.273,54.5
Magnus Paajarvi,48,5,0.10416666666666667,0,0.0,0.273,54.5
Marcus Foligno,66,5,0.07575757575757576,0,0.0,0.273,54.5
Brandon Saad,67,9,0.13432835820895522,1,0.1111111111111111,0.27240000000000003,54.333333333333336
Scottie Upshall,86,9,0.10465116279069768,1,0.1111111111111111,0.27240000000000003,54.333333333333336
Mark Streit,103,6,0.05825242718446602,0,0.0,0.2716,54.11111111111111
Mark Parrish,46,6,0.13043478260869565,0,0.0,0.2716,54.11111111111111
Patric Hornqvist,81,6,0.07407407407407407,0,0.0,0.2716,54.11111111111111
Sean Bergenheim,74,10,0.13513513513513514,1,0.1,0.271,53.94444444444444
Erik Cole,78,10,0.1282051282051282,1,0.1,0.271,53.94444444444444
Eric Belanger,64,10,0.15625,1,0.1,0.271,53.94444444444444
Mikael Backlund,69,7,0.10144927536231885,0,0.0,0.2702,53.722222222222214
Henrik Sedin,124,7,0.056451612903225805,0,0.0,0.2702,53.722222222222214
Dion Phaneuf,121,7,0.05785123966942149,0,0.0,0.2702,53.722222222222214
David Jones,53,7,0.1320754716981132,0,0.0,0.2702,53.722222222222214
Matt Calvert,57,11,0.19298245614035087,1,0.09090909090909091,0.2696,53.55555555555555
Michael Frolik,118,15,0.1271186440677966,2,0.13333333333333333,0.2690000000000001,53.3888888888889
Derick Brassard,98,15,0.15306122448979592,2,0.13333333333333333,0.2690000000000001,53.3888888888889
Dan Cleary,85,8,0.09411764705882353,0,0.0,0.26880000000000004,53.333333333333336
Dustin Byfuglien,102,8,0.0784313725490196,0,0.0,0.26880000000000004,53.333333333333336
Mike Green,102,8,0.0784313725490196,0,0.0,0.26880000000000004,53.333333333333336
Tomas Hertl,41,12,0.2926829268292683,1,0.08333333333333333,0.2682,53.16666666666666
Dustin Penner,98,12,0.12244897959183673,1,0.08333333333333333,0.2682,53.16666666666666
Tomas Fleischmann,91,16,0.17582417582417584,2,0.125,0.26760000000000006,53.00000000000001
Chuck Kobasew,61,9,0.14754098360655737,0,0.0,0.2674,52.94444444444444
Paul Stastny,103,9,0.08737864077669903,0,0.0,0.2674,52.94444444444444
Taylor Pyatt,70,13,0.18571428571428572,1,0.07692307692307693,0.26680000000000004,52.77777777777778
Tyler Toffoli,43,13,0.3023255813953488,1,0.07692307692307693,0.26680000000000004,52.77777777777778
Nick Foligno,94,11,0.11702127659574468,0,0.0,0.2646,52.16666666666666
Evander Kane,61,22,0.36065573770491804,3,0.13636363636363635,0.26420000000000005,52.05555555555556
Daniel Sedin,121,31,0.256198347107438,5,0.16129032258064516,0.2616,51.33333333333333
Dany Heatley,102,35,0.3431372549019608,6,0.17142857142857143,0.261,51.166666666666664
Clarke MacArthur,83,14,0.1686746987951807,0,0.0,0.2604,51.0
Jeff Skinner,65,36,0.5538461538461539,6,0.16666666666666666,0.2596,50.77777777777777
Tomas Plekanec,125,30,0.24,4,0.13333333333333333,0.258,50.33333333333333
Michael Ryder,103,38,0.36893203883495146,6,0.15789473684210525,0.25680000000000003,50.0
