Player,Tm,Att.,Made,Miss,Pct.
Zach Redmond\redmoza01,COL,1,0,1,0.0
Marian Hossa\hossama01,CHI,1,0,1,0.0
P.K. Subban\subbapk01,MTL,1,0,1,0.0
Trevor Daley\daleytr01,DAL,1,0,1,0.0
Dany Heatley\heatlda01,ANA,1,0,1,0.0
Damien Brunner\brunnda01,NJD,1,0,1,0.0
Mike Green\greenmi03,WSH,1,0,1,0.0
Matt Carle\carlema01,TBL,1,0,1,0.0
Zdeno Chara\charazd01,BOS,1,0,1,0.0
Beau Bennett\bennebe01,PIT,1,0,1,0.0
Dwight King\kingdw01,LAK,1,0,1,0.0
Patric Hornqvist\hornqpa01,PIT,1,0,1,0.0
Nikolai Kulemin\kulemni01,NYI,1,0,1,0.0
Damon Severson\severda01,NJD,1,0,1,0.0
Dougie Hamilton\hamildo01,BOS,1,0,1,0.0
Drew Shore\shoredr01,CGY,1,0,1,0.0
Scott Laughton\laughsc01,PHI,1,0,1,0.0
Justin Fontaine\fontaju01,MIN,1,0,1,0.0
Dustin Brown\browndu01,LAK,1,0,1,0.0
Matthew Nieto\nietoma01,SJS,1,0,1,0.0
Karl Alzner\alzneka01,WSH,1,0,1,0.0
Johan Franzen\franzjo01,DET,1,0,1,0.0
Drew Doughty\doughdr01,LAK,1,0,1,0.0
Oscar Klefbom\klefbos01,EDM,1,0,1,0.0
Dmitry Kulikov\kulikdm01,FLA,1,0,1,0.0
Andrej Nestrasil\nestran01,DET,1,0,1,0.0
J.T. Miller\millejt01,NYR,1,0,1,0.0
Kevin Hayes\hayeske01,NYR,1,0,1,0.0
Marcus Foligno\foligma01,BUF,1,0,1,0.0
Tom Wilson\wilsoto01,WSH,1,0,1,0.0
Brandon Dubinsky\dubinbr01,CBJ,1,0,1,0.0
Andrei Markov\markoan01,MTL,1,0,1,0.0
Tomas Kopecky\kopecto01,FLA,1,0,1,0.0
Jay McClement\mccleja01,CAR,1,0,1,0.0
Brian Campbell\campbbr02,FLA,1,0,1,0.0
Brendan Smith\smithbr05,DET,1,0,1,0.0
Derrick Pouliot\poulide01,PIT,1,0,1,0.0
Brenden Morrow\morrobr01,TBL,1,0,1,0.0
Jay Beagle\beaglja01,WSH,1,0,1,0.0
Chris Kelly\kellych01,BOS,1,0,1,0.0
Phil Kessel\kesseph01,TOR,1,0,1,0.0
Tuomo Ruutu\ruututu01,NJD,1,0,1,0.0
Kyle Palmieri\palmiky01,ANA,1,0,1,0.0
Jeff Petry\petryje01,EDM,1,0,1,0.0
Colin Greening\greenco01,OTT,1,0,1,0.0
Willie Mitchell\mitchwi01,FLA,1,0,1,0.0
Jordie Benn\bennjo01,DAL,1,0,1,0.0
Tobias Rieder\riedeto01,ARI,1,0,1,0.0
Trevor Lewis\lewistr01,LAK,1,0,1,0.0
Nate Schmidt\schmina01,WSH,1,0,1,0.0
James Sheppard\sheppja01,SJS,1,0,1,0.0
Bryan Bickell\bickebr01,CHI,1,0,1,0.0
Riley Nash\nashri02,CAR,1,0,1,0.0
Martin Erat\eratma01,ARI,1,0,1,0.0
Matt Tennyson\tennyma01,SJS,1,0,1,0.0
Zach Boychuk\boychza01,CAR,1,0,1,0.0
Aaron Ekblad\ekblaaa01,FLA,1,0,1,0.0
Kris Versteeg\verstkr01,CHI,1,0,1,0.0
Joe Thornton\thornjo01,SJS,3,3,0,100.0
Chris Terry\terrych01,CAR,2,2,0,100.0
Brooks Laich\laichbr01,WSH,2,2,0,100.0
Brandon Sutter\suttebr03,PIT,2,2,0,100.0
Tomas Kopecky\kopecto01,FLA,2,2,0,100.0
Corban Knight\knighco01,CGY,1,1,0,100.0
Devante Smith-Pelly\smithde06,ANA,1,1,0,100.0
Roman Horak\horakro01,CGY,1,1,0,100.0
Colin McDonald\mcdonco01,NYI,1,1,0,100.0
Andrei Markov\markoan01,MTL,1,1,0,100.0
Jay McClement\mccleja01,TOR,1,1,0,100.0
Vincent Trocheck\trochvi01,FLA,1,1,0,100.0
Stephane Da Costa\dacosst01,OTT,1,1,0,100.0
Casey Cizikas\cizikca01,NYI,1,1,0,100.0
Eric Staal\staaler01,CAR,1,1,0,100.0
Jacob Josefson\josefja01,NJD,1,1,0,100.0
Tye McGinn\mcginty01,PHI,1,1,0,100.0
Dwight King\kingdw01,LAK,1,1,0,100.0
Justin Fontaine\fontaju01,MIN,1,1,0,100.0
Ales Hemsky\hemskal01,OTT,1,1,0,100.0
Paul Byron\byronpa01,CGY,1,1,0,100.0
Jason Zucker\zuckeja01,MIN,1,1,0,100.0
Joffrey Lupul\lupuljo01,TOR,7,6,1,85.7
T.J. Oshie\oshietj01,STL,12,9,3,75.0
Brock Nelson\nelsobr01,NYI,4,3,1,75.0
Lars Eller\ellerla01,MTL,4,3,1,75.0
Rich Peverley\peverri01,DAL,4,3,1,75.0
Jordan Eberle\eberljo01,EDM,7,5,2,71.4
David Desharnais\deshada01,MTL,7,5,2,71.4
Vladimir Tarasenko\tarasvl01,STL,6,4,2,66.7
Patrick Eaves\eavespa01,DET,3,2,1,66.7
Kyle Okposo\okposky01,NYI,3,2,1,66.7
Matt Carle\carlema01,TBL,3,2,1,66.7
Marian Gaborik\gaborma01,LAK,3,2,1,66.7
James van Riemsdyk\vanrija01,TOR,11,7,4,63.6
Sean Monahan\monahse01,CGY,8,5,3,62.5
Brad Richards\richabr01,NYR,5,3,2,60.0
Evgeni Malkin\malkiev01,PIT,5,3,2,60.0
Jonathan Toews\toewsjo01,CHI,14,8,6,57.1
Tyler Bozak\bozakty01,TOR,7,4,3,57.1
Frans Nielsen\nielsfr01,NYI,15,8,7,53.3
Logan Couture\coutulo01,SJS,14,7,7,50.0
Andrew Ladd\laddan01,WPG,14,7,7,50.0
Matt Moulson\moulsma01,NYI,14,7,7,50.0
Brad Boyes\boyesbr01,FLA,12,6,6,50.0
Alex Steen\steenal01,STL,10,5,5,50.0
Kyle Turris\turriky01,OTT,8,4,4,50.0
Corey Perry\perryco01,ANA,8,4,4,50.0
Devin Setoguchi\setogde01,WPG,8,4,4,50.0
Roman Josi\josiro01,NSH,6,3,3,50.0
Evgeny Kuznetsov\kuzneev01,WSH,6,3,3,50.0
Mika Zibanejad\zibanmi01,OTT,6,3,3,50.0
Matt Duchene\duchema01,COL,6,3,3,50.0
Reilly Smith\smithre01,BOS,4,2,2,50.0
Steve Ott\ottst01,BUF,4,2,2,50.0
Ryan Ellis\ellisry01,NSH,4,2,2,50.0
Teemu Selanne\selante01,ANA,4,2,2,50.0
Steven Stamkos\stamkst01,TBL,4,2,2,50.0
Beau Bennett\bennebe01,PIT,2,1,1,50.0
Yannick Weber\weberya01,VAN,2,1,1,50.0
Erik Karlsson\karlser01,OTT,2,1,1,50.0
Reid Boucher\bouchre01,NJD,2,1,1,50.0
Tomas Fleischmann\fleisto01,FLA,2,1,1,50.0
Darren Helm\helmda01,DET,2,1,1,50.0
Nicklas Jensen\jenseni01,VAN,2,1,1,50.0
Sami Salo\salosa01,TBL,2,1,1,50.0
Mikhail Grigorenko\grigomi01,BUF,2,1,1,50.0
Dominic Moore\mooredo01,NYR,2,1,1,50.0
Vernon Fiddler\fiddlve01,DAL,2,1,1,50.0
Derek Roy\royde01,STL,2,1,1,50.0
Tyson Barrie\barrity01,COL,2,1,1,50.0
Mike Kostka\kostkmi01,TBL,2,1,1,50.0
Chris Kunitz\kunitch01,PIT,2,1,1,50.0
Nino Niederreiter\niedeni01,MIN,2,1,1,50.0
Anze Kopitar\kopitan01,LAK,13,6,7,46.2
Patrick Sharp\sharppa01,CHI,13,6,7,46.2
Claude Giroux\giroucl01,PHI,11,5,6,45.5
Patrick Marleau\marlepa01,SJS,11,5,6,45.5
Antoine Vermette\vermean01,PHX,9,4,5,44.4
Mark Letestu\letesma01,CBJ,7,3,4,42.9
Mats Zuccarello\zuccama01,NYR,7,3,4,42.9
Kevin Shattenkirk\shattke01,STL,7,3,4,42.9
Ryan Johansen\johanry01,CBJ,7,3,4,42.9
Ryan O'Reilly\oreilry01,COL,7,3,4,42.9
Patrice Bergeron\bergepa01,BOS,7,3,4,42.9
David Perron\perroda01,EDM,7,3,4,42.9
Eric Fehr\fehrer01,WSH,12,5,7,41.7
Radim Vrbata\vrbatra01,PHX,12,5,7,41.7
Mikhail Grabovski\grabomi01,WSH,12,5,7,41.7
Mikko Koivu\koivumi01,MIN,15,6,9,40.0
Bryan Little\littlbr01,WPG,10,4,6,40.0
Joe Colborne\colbojo01,TOR,10,4,6,40.0
Sidney Crosby\crosbsi01,PIT,10,4,6,40.0
Brandon Pirri\pirribr01,CHI,5,2,3,40.0
Lee Stempniak\stemple01,CGY,5,2,3,40.0
Nick Bjugstad\bjugsni01,FLA,5,2,3,40.0
Nicklas Backstrom\backsni02,WSH,18,7,11,38.9
Mikkel Boedker\boedkmi01,PHX,13,5,8,38.5
Thomas Vanek\vanekth01,BUF,8,3,5,37.5
Nick Bonino\boninni01,ANA,8,3,5,37.5
Olli Jokinen\jokinol01,WPG,8,3,5,37.5
Joe Pavelski\paveljo01,SJS,14,5,9,35.7
Zach Parise\parisza01,MIN,15,5,10,33.3
Jonathan Huberdeau\huberjo01,FLA,12,4,8,33.3
Tomas Tatar\tatarto01,DET,9,3,6,33.3
Nikita Kucherov\kucheni01,TBL,9,3,6,33.3
Jiri Hudler\hudleji01,CGY,9,3,6,33.3
Troy Brouwer\brouwtr01,WSH,6,2,4,33.3
Mike Cammalleri\cammami01,CGY,6,2,4,33.3
Cam Atkinson\atkinca01,CBJ,6,2,4,33.3
Alex Chiasson\chiasal01,DAL,6,2,4,33.3
Brayden Schenn\schenbr01,PHI,3,1,2,33.3
Sam Gagner\gagnesa01,EDM,3,1,2,33.3
Dustin Brown\browndu01,LAK,3,1,2,33.3
Benoit Pouliot\poulibe01,NYR,3,1,2,33.3
Jordie Benn\bennjo01,DAL,3,1,2,33.3
David Clarkson\clarkda03,TOR,3,1,2,33.3
Daniel Briere\brierda01,MTL,3,1,2,33.3
Martin Erat\eratma01,WSH,3,1,2,33.3
Sven Baertschi\baertsv01,CGY,3,1,2,33.3
Jakob Silfverberg\silfvja01,ANA,3,1,2,33.3
Ryan Strome\stromry01,NYI,3,1,2,33.3
Calle Jarnkrok\jarnkca01,NSH,3,1,2,33.3
Derek Stepan\stepade01,NYR,3,1,2,33.3
Taylor Hall\hallta02,EDM,3,1,2,33.3
Riley Nash\nashri02,CAR,3,1,2,33.3
Gabriel Landeskog\landega01,COL,3,1,2,33.3
Ben Smith\smithbe01,CHI,3,1,2,33.3
Ville Leino\leinovi01,BUF,3,1,2,33.3
Jason Spezza\spezzja01,OTT,13,4,9,30.8
Valtteri Filppula\filppva01,TBL,13,4,9,30.8
Jeff Carter\carteje01,LAK,13,4,9,30.8
Jason Pominville\pominja01,MIN,13,4,9,30.8
Matt Read\readma01,PHI,7,2,5,28.6
Tyler Ennis\ennisty01,BUF,11,3,8,27.3
Tyler Seguin\seguity01,DAL,8,2,6,25.0
Cody Hodgson\hodgsco01,BUF,8,2,6,25.0
Pavel Datsyuk\datsypa01,DET,8,2,6,25.0
Mason Raymond\raymoma01,TOR,8,2,6,25.0
Chris Higgins\higgich01,VAN,8,2,6,25.0
Mike Santorelli\santomi01,VAN,8,2,6,25.0
Tomas Hertl\hertlto01,SJS,4,1,3,25.0
Zemgus Girgensons\girgeze01,BUF,4,1,3,25.0
Charlie Coyle\coylech01,MIN,4,1,3,25.0
Josh Bailey\bailejo01,NYI,4,1,3,25.0
Martin St. Louis\stlouma01,TBL,4,1,3,25.0
Artem Anisimov\anisiar01,CBJ,4,1,3,25.0
Michael Raffl\rafflmi01,PHI,4,1,3,25.0
P.A. Parenteau\parenpi01,COL,4,1,3,25.0
Brian Flynn\flynnbr01,BUF,4,1,3,25.0
Justin Williams\williju01,LAK,4,1,3,25.0
Ondrej Palat\palaton01,TBL,4,1,3,25.0
Vincent Lecavalier\lecavvi01,PHI,9,2,7,22.2
Jussi Jokinen\jokinju01,PIT,9,2,7,22.2
Aleksander Barkov\barkoal01,FLA,10,2,8,20.0
Daniel Alfredsson\alfreda01,DET,10,2,8,20.0
Kyle Palmieri\palmiky01,ANA,5,1,4,20.0
Oliver Ekman-Larsson\ekmanol01,PHX,5,1,4,20.0
Alexandre Burrows\burroal01,VAN,5,1,4,20.0
James Neal\nealja01,PIT,5,1,4,20.0
Drew Stafford\staffdr01,BUF,5,1,4,20.0
Damien Brunner\brunnda01,NJD,5,1,4,20.0
David Legwand\legwada01,NSH,5,1,4,20.0
Dan Boyle\boyleda01,SJS,5,1,4,20.0
Sean Couturier\coutuse01,PHI,5,1,4,20.0
Jamie Benn\bennja01,DAL,11,2,9,18.2
Matt Cullen\cullema01,NSH,6,1,5,16.7
Jaromir Jagr\jagrja01,NJD,6,1,5,16.7
Marian Hossa\hossama01,CHI,6,1,5,16.7
Brad Marchand\marchbr03,BOS,6,1,5,16.7
Jarome Iginla\iginlja01,BOS,6,1,5,16.7
Mike Ribeiro\ribeimi01,PHX,6,1,5,16.7
Todd Bertuzzi\bertuto01,DET,7,1,6,14.3
Teddy Purcell\purcete01,TBL,7,1,6,14.3
Blake Wheeler\wheelbl01,WPG,7,1,6,14.3
Ryan Kesler\keslery01,VAN,7,1,6,14.3
Alex Galchenyuk\galchal01,MTL,7,1,6,14.3
Craig Smith\smithcr01,NSH,8,1,7,12.5
Mike Richards\richami02,LAK,8,1,7,12.5
Milan Michalek\michami01,OTT,8,1,7,12.5
John Tavares\tavarjo01,NYI,8,1,7,12.5
Alex Ovechkin\ovechal01,WSH,17,2,15,11.8
Patrick Kane\kanepa01,CHI,12,1,11,8.3
Patrik Elias\eliaspa01,NJD,8,0,8,0.0
Travis Zajac\zajactr01,NJD,6,0,6,0.0
Ryan Getzlaf\getzlry01,ANA,6,0,6,0.0
Ryane Clowe\clowery01,NJD,5,0,5,0.0
David Krejci\krejcda01,BOS,5,0,5,0.0
Victor Hedman\hedmavi01,TBL,5,0,5,0.0
Phil Kessel\kesseph01,TOR,5,0,5,0.0
Adam Henrique\henriad01,NJD,5,0,5,0.0
Dmitry Kulikov\kulikdm01,FLA,4,0,4,0.0
Rick Nash\nashri01,NYR,4,0,4,0.0
Daniel Sedin\sedinda01,VAN,4,0,4,0.0
Bobby Ryan\ryanbo01,OTT,4,0,4,0.0
Zack Kassian\kassiza01,VAN,4,0,4,0.0
Brendan Gallagher\gallabr01,MTL,4,0,4,0.0
Henrik Zetterberg\zettehe01,DET,4,0,4,0.0
Jeff Skinner\skinnje01,CAR,4,0,4,0.0
Gabriel Bourque\bourqga01,NSH,3,0,3,0.0
Evander Kane\kaneev01,WPG,3,0,3,0.0
Brandon Saad\saadbr01,CHI,3,0,3,0.0
Linus Omark\omarkli01,EDM,3,0,3,0.0
Nathan MacKinnon\mackina01,COL,3,0,3,0.0
Saku Koivu\koivusa01,ANA,3,0,3,0.0
Alexander Semin\seminal01,CAR,3,0,3,0.0
Marcus Foligno\foligma01,BUF,3,0,3,0.0
Ray Whitney\whitnra01,DAL,3,0,3,0.0
Gustav Nyquist\nyquigu01,DET,3,0,3,0.0
Ryan Callahan\callary01,TBL,3,0,3,0.0
Ryan Spooner\spoonry01,BOS,3,0,3,0.0
Jason Chimera\chimeja01,WSH,3,0,3,0.0
Matt Hendricks\hendrma01,NSH,3,0,3,0.0
Chris Stewart\stewach02,STL,3,0,3,0.0
Michael Frolik\frolimi01,WPG,2,0,2,0.0
Carl Soderberg\soderca01,BOS,2,0,2,0.0
Cory Conacher\conacco01,OTT,2,0,2,0.0
Jason Akeson\akesoja01,PHI,2,0,2,0.0
Alexander Edler\edleral01,VAN,2,0,2,0.0
Pierre-Marc Bouchard\bouchpi02,NYI,2,0,2,0.0
Michal Handzus\handzmi01,CHI,2,0,2,0.0
David Booth\boothda01,VAN,2,0,2,0.0
Tomas Jurco\jurcoto01,DET,2,0,2,0.0
Tomas Plekanec\plekato01,MTL,2,0,2,0.0
Clarke MacArthur\macarcl01,OTT,2,0,2,0.0
Tyler Johnson\johnsty01,TBL,2,0,2,0.0
Nathan Gerbe\gerbena01,CAR,2,0,2,0.0
Mikael Backlund\backlmi01,CGY,2,0,2,0.0
Mikael Granlund\granlmi01,MIN,2,0,2,0.0
Marcus Kruger\krugema01,CHI,2,0,2,0.0
Valeri Nichushkin\nichuva01,DAL,2,0,2,0.0
Kris Versteeg\verstkr01,CHI,2,0,2,0.0
David Rundblad\rundbda01,PHX,2,0,2,0.0
Matt D'Agostini\dagosma01,BUF,2,0,2,0.0
Brent Burns\burnsbr01,SJS,2,0,2,0.0
Zac Dalpe\dalpeza01,VAN,2,0,2,0.0
Shane Doan\doansh01,PHX,2,0,2,0.0
Henrik Sedin\sedinhe01,VAN,2,0,2,0.0
Jarret Stoll\stollja01,LAK,2,0,2,0.0
Michael Ryder\rydermi01,NJD,2,0,2,0.0
Loui Eriksson\erikslo01,BOS,2,0,2,0.0
Jake Gardiner\gardija01,TOR,2,0,2,0.0
Johan Franzen\franzjo01,DET,2,0,2,0.0
Jimmy Hayes\hayesji01,FLA,2,0,2,0.0
Andrew Shaw\shawan01,CHI,2,0,2,0.0
Jason Demers\demerja01,SJS,1,0,1,0.0
Thomas Hickey\hicketh01,NYI,1,0,1,0.0
Trevor Lewis\lewistr01,LAK,1,0,1,0.0
Blair Jones\jonesbl01,CGY,1,0,1,0.0
Christian Ehrhoff\ehrhoch01,BUF,1,0,1,0.0
Ryan Garbutt\garbury01,DAL,1,0,1,0.0
Riley Sheahan\sheahri01,DET,1,0,1,0.0
Matt Frattin\frattma01,LAK,1,0,1,0.0
Patrick Wiercioch\wiercpa01,OTT,1,0,1,0.0
Adam Larsson\larssad01,NJD,1,0,1,0.0
Erik Cole\coleer01,DAL,1,0,1,0.0
Paul Ranger\rangepa01,TOR,1,0,1,0.0
Joel Ward\wardjo02,WSH,1,0,1,0.0
Tuomo Ruutu\ruututu01,NJD,1,0,1,0.0
Mark Scheifele\scheima01,WPG,1,0,1,0.0
Ryan Nugent-Hopkins\nugenry01,EDM,1,0,1,0.0
Ryan Malone\malonry01,TBL,1,0,1,0.0
Marcus Johansson\johanma03,WSH,1,0,1,0.0
Elias Lindholm\lindhel01,CAR,1,0,1,0.0
Pascal Dupuis\dupuipa01,PIT,1,0,1,0.0
Seth Jones\jonesse01,NSH,1,0,1,0.0
Raphael Diaz\diazra01,VAN,1,0,1,0.0
Johan Sundstrom\sundsjo01,NYI,1,0,1,0.0
Maxime Talbot\talboma01,PHI,1,0,1,0.0
Patric Hornqvist\hornqpa01,NSH,1,0,1,0.0
Cody McCormick\mccorco01,BUF,1,0,1,0.0
Derick Brassard\brassde01,NYR,1,0,1,0.0
Jaden Schwartz\schwaja01,STL,1,0,1,0.0
David Broll\brollda01,TOR,1,0,1,0.0
Patrik Berglund\berglpa01,STL,1,0,1,0.0
Jay Beagle\beaglja01,WSH,1,0,1,0.0
Matt Beleskey\belesma01,ANA,1,0,1,0.0
Anders Lee\leean01,NYI,1,0,1,0.0
Tommy Wingels\wingeto01,SJS,1,0,1,0.0
Dainius Zubrus\zubruda01,NJD,1,0,1,0.0
Chris Kelly\kellych01,BOS,1,0,1,0.0
Magnus Paajarvi\paajama01,STL,1,0,1,0.0
Patrick Kaleta\kaletpa01,BUF,1,0,1,0.0
Vladimir Sobotka\sobotvl01,STL,1,0,1,0.0
Cody Eakin\eakinco01,DAL,1,0,1,0.0
Drew Doughty\doughdr01,LAK,1,0,1,0.0
Mike Fisher\fishemi01,NSH,1,0,1,0.0
Cal Clutterbuck\cluttca01,NYI,1,0,1,0.0
Marcel Goc\gocma01,FLA,1,0,1,0.0
Mike Sislo\sislomi01,NJD,1,0,1,0.0
Teuvo Teravainen\teravte01,CHI,1,0,1,0.0
Kris Russell\russekr01,CGY,1,0,1,0.0
Mark Pysyk\pysykma01,BUF,1,0,1,0.0
Tyler Toffoli\toffoty01,LAK,1,0,1,0.0
Scottie Upshall\upshasc01,FLA,1,0,1,0.0
Trevor Smith\smithtr01,TOR,1,0,1,0.0
Linden Vey\veyli01,LAK,1,0,1,0.0
Dany Heatley\heatlda01,MIN,1,0,1,0.0
Jakub Voracek\voracja01,PHI,1,0,1,0.0
Kimmo Timonen\timonki01,PHI,1,0,1,0.0
Josh Leivo\leivojo01,TOR,1,0,1,0.0
Martin Havlat\havlama01,SJS,1,0,1,0.0
Carl Gunnarsson\gunnaca01,TOR,1,0,1,0.0
Maxim Lapierre\lapiema01,STL,1,0,1,0.0
Erik Haula\haulaer01,MIN,1,0,1,0.0
Alex Killorn\killoal01,TBL,1,0,1,0.0
Morgan Rielly\riellmo01,TOR,1,0,1,0.0
Nikolai Kulemin\kulemni01,TOR,1,0,1,0.0
Mike Green\greenmi03,WSH,1,0,1,0.0
Rasmus Ristolainen\ristora01,BUF,1,0,1,0.0
Taylor Beck\beckta01,NSH,1,0,1,0.0
Erik Condra\condrer01,OTT,1,0,1,0.0
John Persson\perssjo01,NYI,1,0,1,0.0
Rickard Rakell\rakelri01,ANA,1,0,1,0.0
Filip Forsberg\forsbfi01,NSH,1,0,1,0.0
Nazem Kadri\kadrina01,TOR,1,0,1,0.0
Dion Phaneuf\phanedi01,TOR,1,0,1,0.0
Anthony Peluso\pelusan01,WPG,1,0,1,0.0
Casey Wellman\wellmca01,WSH,1,0,1,0.0
Bobby Butler\butlebo01,FLA,1,0,1,0.0
Dustin Penner\pennedu01,ANA,1,0,1,0.0
Colton Sceviour\scevico01,DAL,1,0,1,0.0
Matt Martin\martima02,NYI,1,0,1,0.0
Dustin Byfuglien\byfugdu01,WPG,1,0,1,0.0
Kevin Porter\porteke01,BUF,1,0,1,0.0
Shawn Horcoff\horcosh01,DAL,1,0,1,0.0
Richard Panik\panikri01,TBL,1,0,1,0.0
Bryan Bickell\bickebr01,CHI,1,0,1,0.0
Luke Adam\adamlu01,BUF,1,0,1,0.0
Dmitry Orlov\orlovdm01,WSH,1,0,1,0.0
Marek Zidlicky\zidlima01,NJD,1,0,1,0.0
T.J. Brodie\broditj01,CGY,1,0,1,0.0
Jamie McBain\mcbaija02,BUF,1,0,1,0.0
Wayne Simmonds\simmowa01,PHI,1,0,1,0.0
Max Pacioretty\pacioma01,MTL,1,0,1,0.0
Alexander Sulzer\sulzeal01,BUF,1,0,1,0.0
Jordan Schroeder\schrojo01,VAN,1,0,1,0.0
Matt Calvert\calvema01,CBJ,1,0,1,0.0
Mathieu Perreault\perrema01,ANA,1,0,1,0.0
James Sheppard\sheppja01,SJS,1,0,1,0.0
Mike Halmo\halmomi01,NYI,1,0,1,0.0
Colin Wilson\wilsoco01,NSH,1,0,1,0.0
Carter Ashton\ashtoca01,TOR,1,0,1,0.0
Mattias Ekholm\ekholma01,NSH,1,0,1,0.0
Andy McDonald\mcdonan01,STL,4,4,0,100.0
Alex Ovechkin\ovechal01,WSH,3,3,0,100.0
P.A. Parenteau\parenpi01,COL,3,3,0,100.0
Matt Cullen\cullema01,MIN,3,3,0,100.0
Sidney Crosby\crosbsi01,PIT,2,2,0,100.0
Jamie Benn\bennja01,DAL,2,2,0,100.0
Jordan Eberle\eberljo01,EDM,2,2,0,100.0
James Neal\nealja01,PIT,2,2,0,100.0
Jaromir Jagr\jagrja01,DAL,1,1,0,100.0
David Schlemko\schleda01,PHX,1,1,0,100.0
Raffi Torres\torrera01,SJS,1,1,0,100.0
Riley Nash\nashri02,CAR,1,1,0,100.0
Josh Bailey\bailejo01,NYI,1,1,0,100.0
Zach Bogosian\bogosza01,WPG,1,1,0,100.0
Peter Regin\reginpe01,OTT,1,1,0,100.0
Jussi Jokinen\jokinju01,PIT,1,1,0,100.0
Jeff Skinner\skinnje01,CAR,1,1,0,100.0
Nicklas Backstrom\backsni02,WSH,1,1,0,100.0
Jason Spezza\spezzja01,OTT,1,1,0,100.0
Alex Steen\steenal01,STL,5,4,1,80.0
Ryan Getzlaf\getzlry01,ANA,4,3,1,75.0
Mark Letestu\letesma01,CBJ,4,3,1,75.0
Craig Smith\smithcr01,NSH,7,5,2,71.4
Logan Couture\coutulo01,SJS,6,4,2,66.7
Artem Anisimov\anisiar01,CBJ,6,4,2,66.7
Marian Hossa\hossama01,CHI,3,2,1,66.7
Chris Stewart\stewach02,STL,3,2,1,66.7
Maxim Lapierre\lapiema01,VAN,3,2,1,66.7
Chris Higgins\higgich01,VAN,3,2,1,66.7
Mike Santorelli\santomi01,FLA,3,2,1,66.7
T.J. Oshie\oshietj01,STL,3,2,1,66.7
Saku Koivu\koivusa01,ANA,3,2,1,66.7
Matt Duchene\duchema01,COL,3,2,1,66.7
Claude Giroux\giroucl01,PHI,3,2,1,66.7
Patrick Marleau\marlepa01,SJS,3,2,1,66.7
Corey Perry\perryco01,ANA,8,5,3,62.5
Jeff Carter\carteje01,LAK,5,3,2,60.0
Tyler Bozak\bozakty01,TOR,5,3,2,60.0
Thomas Vanek\vanekth01,BUF,5,3,2,60.0
Nick Bonino\boninni01,ANA,5,3,2,60.0
Jakob Silfverberg\silfvja01,OTT,7,4,3,57.1
Patrick Kane\kanepa01,CHI,11,6,5,54.5
Jason Pominville\pominja01,BUF,8,4,4,50.0
Mikko Koivu\koivumi01,MIN,6,3,3,50.0
John Tavares\tavarjo01,NYI,6,3,3,50.0
Zach Parise\parisza01,MIN,6,3,3,50.0
Anze Kopitar\kopitan01,LAK,4,2,2,50.0
Peter Mueller\muellpe01,FLA,4,2,2,50.0
Mike Richards\richami02,LAK,4,2,2,50.0
Drew Stafford\staffdr01,BUF,4,2,2,50.0
Dustin Brown\browndu01,LAK,4,2,2,50.0
David Desharnais\deshada01,MTL,4,2,2,50.0
Jonathan Huberdeau\huberjo01,FLA,4,2,2,50.0
Andrew Ladd\laddan01,WPG,4,2,2,50.0
Derek Stepan\stepade01,NYR,2,1,1,50.0
Lars Eller\ellerla01,MTL,2,1,1,50.0
Brendan Gallagher\gallabr01,MTL,2,1,1,50.0
Derick Brassard\brassde01,CBJ,2,1,1,50.0
Jiri Hudler\hudleji01,CGY,2,1,1,50.0
Milan Hejduk\hejdumi01,COL,2,1,1,50.0
Kevin Shattenkirk\shattke01,STL,2,1,1,50.0
Michal Rozsival\rozsimi01,CHI,2,1,1,50.0
Mika Zibanejad\zibanmi01,OTT,2,1,1,50.0
Nathan Gerbe\gerbena01,BUF,2,1,1,50.0
J.T. Miller\millejt01,NYR,2,1,1,50.0
Evgeni Malkin\malkiev01,PIT,2,1,1,50.0
Sergei Kostitsyn\kostise01,NSH,2,1,1,50.0
David Perron\perroda01,STL,2,1,1,50.0
Mats Zuccarello\zuccama01,NYR,2,1,1,50.0
Jonathan Toews\toewsjo01,CHI,11,5,6,45.5
Tyler Seguin\seguity01,BOS,7,3,4,42.9
Ryan Callahan\callary01,NYR,7,3,4,42.9
Patrice Bergeron\bergepa01,BOS,7,3,4,42.9
Rick Nash\nashri01,NYR,7,3,4,42.9
Sam Gagner\gagnesa01,EDM,5,2,3,40.0
Alex Galchenyuk\galchal01,MTL,5,2,3,40.0
Bobby Ryan\ryanbo01,ANA,5,2,3,40.0
Blake Wheeler\wheelbl01,WPG,5,2,3,40.0
Steve Sullivan\sullist01,PHX,5,2,3,40.0
Michal Handzus\handzmi01,SJS,8,3,5,37.5
Ilya Kovalchuk\kovalil01,NJD,6,2,4,33.3
Brad Marchand\marchbr03,BOS,6,2,4,33.3
Brad Boyes\boyesbr01,NYI,6,2,4,33.3
Radim Vrbata\vrbatra01,PHX,6,2,4,33.3
Kyle Turris\turriky01,OTT,6,2,4,33.3
Matt Hendricks\hendrma01,WSH,3,1,2,33.3
Matt Read\readma01,PHI,3,1,2,33.3
Zack Kassian\kassiza01,VAN,3,1,2,33.3
Victor Hedman\hedmavi01,TBL,3,1,2,33.3
Mason Raymond\raymoma01,VAN,3,1,2,33.3
